一日目
セロテープ,せろてーぷ,cellophane tape,セロテープで紙を貼り付ける,Stick paper with cellophane tape
コンテスト,こんてすと,contest,彼は歌のコンテストに出場する,He participates in a singing contest
コンクール,こんくーる,competition,ピアノのコンクールで優勝する,Win the piano competition
タイプ,たいぷ,type,彼の仕事はクリエイティブなタイプです,His job is of a creative type
イメージ,いめーじ,image,商品のイメージを向上させる,Enhance the image of the product
テンポ,てんぽ,tempo,音楽のテンポが速い,The tempo of the music is fast
リズム,りずむ,rhythm,ダンスのリズムに合わせて踊る,Dance to the rhythm of the music
スマート,すまーと,smart,彼はスマートなビジネスマンです,He is a smart businessman
四日目
飛ぶ,とぶ,to fly,鳥が空中を飛ぶ,The bird is flying in the sky
跳ねる,はねる,to jump,ボールが地面を跳ねる,The ball bounces on the ground
転ぶ,ころぶ,to fall,彼は階段で転ぶ,He falls on the stairs
転がる,ころがる,to roll,玉が坂を転がる,The ball rolls down the slope
ちぎる,ちぎる,to tear,紙をちぎる,Tear the paper
破る,やぶる,to break,彼は紙を破る,He tears the paper
吠える,ほえる,to bark,犬が吠える,The dog barks
唸る,うなる,to growl,猫が怒って唸る,The cat growls in anger
漏れる,もれる,to leak,屋根から雨が漏れる,The rain leaks through the roof
溢れる,あふれる,to overflow,川が溢れる,The river overflows
埋める,うめる,to bury,穴を埋める,Fill the hole
塞ぐ,ふさぐ,to block,道路を塞ぐ,Block the road
吊るす,つるす,to hang,ランプを天井に吊るす,Hang the lamp from the ceiling
ぶら下げる,ぶらさげる,to suspend,絵を壁にぶら下げる,Suspend the picture on the wall
舐める,なめる,to lick,犬が手を舐める,The dog licks its paw
しゃぶる,しゃぶる,to suck,赤ちゃんが指をしゃぶる,The baby sucks on its finger
ずらす,ずらす,to move aside,席をずらす,Move the seat aside
退ける,どける,to move something out of the way,椅子を退ける,Move the chair aside
枯れる,かれる,to wither,花が枯れる,The flower withers
萎む,しぼむ,to wilt,葉が夏の暑さで萎む,The leaves wilt in the summer heat
傷つく,きずつく,to get hurt,彼は心で傷つく,He gets hurt emotionally
傷がつく,きずがつく,to be damaged,車に傷がつく,The car is damaged
新たにする,あらたにする,to renew,契約を新たにする,Renew the contract
改める,あらためる,to revise,計画を改める,Revise the plan
先に,さきに,in advance,彼女は先に出発した,She left in advance
先ほど,さきほど,a while ago,先ほど電話があった,I received a call a while ago
五日目
全て,すべて,all,全ての人が笑っていた,Everyone was laughing
あらゆる,あらゆる,every,あらゆる可能性を考える,Consider every possibility
第一,だいいち,first,大会で第一になる,Win first place in the tournament
真っ先に,まっさきに,first of all,真っ先に始めましょう,Let's start with that first
以前,いぜん,before,以前に話したこと,Something I mentioned before
かつて,かつて,once,かつての友情,Once upon a friendship
単に,たんに,simply,単に言葉では言い表せない,Simply can't be expressed in words
ただ,ただ,only,ただの石がダイヤモンドに変わる,Just a stone turns into a diamond
真似,まね,imitation,彼の真似をする,Imitate his actions
ふり,ふり,pretend,笑顔をふりかざす,Pretend to smile
高級,こうきゅう,high class,高級なレストランで食事する,Dine in a high-class restaurant
高度,こうど,advanced,高度な技術を持つ,Have advanced skills
高価,こうか,expensive,高価な宝石,An expensive gem
勝手に,かってに,on one's own,勝手に部屋に入らないでください,Please don't enter the room on your own
無断で,むだんで,without permission,無断で使用しないでください,Don't use it without permission
次々,つぎつぎ,one after another,問題が次々に発生する,Problems arise one after another
続々と,ぞくぞくと,one after another,新商品が続々と入荷される,New products are arriving one after another
案外,あんがい,surprisingly,案外簡単だった,It was surprisingly easy
意外,いがい,surprising,彼の結果には意外だった,His results were surprising
余計,よけい,extra,余計な心配をする,Worrying about extra things
余分,よぶん,extra,余分な荷物を持つ,Carry extra baggage
必死に,ひっしに,desperately,必死に努力する,Work desperately hard
無理に,むりに,forcibly,無理にやる必要はない,There's no need to do it forcibly
六日目
責める,せめる,to blame,彼を責めるのはやめましょう,Let's stop blaming him
攻める,せめる,to attack,敵を攻める,Attack the enemy
乗る,のる,to ride,馬に乗る,Ride a horse
載る,のる,to be placed on,写真が雑誌に載る,The photo appears in the magazine
辺り,あたり,around,辺りを見回す,Look around
当たり,あたり,hit,的に当たる,Hit the target
以外,いがい,other than,彼以外の誰か,Someone other than him
意外,いがい,surprising,意外な結果,Unexpected result
夫人,ふじん,Mrs.,夫人は出張中です,Mrs. is on a business trip
婦人,ふじん,lady,婦人服の店,Ladies' clothing store
人口,じんこう,population,都市の人口,Population of the city
人工,じんこう,artificial,人工の花,Artificial flowers
見方,みかた,way of seeing,問題の見方,The way of looking at the problem
味方,みかた,ally,彼は私の味方です,He is my ally
特徴,とくちょう,characteristic,彼の特徴は髪の色です,His characteristic is his hair color
特長,とくちょう,feature,製品の特長を説明する,Explain the features of the product
飽きる,あきる,to get bored,同じことに飽きる,Get bored of the same thing
呆れる,あきれる,to be amazed,彼の勇気に呆れる,I'm amazed at his courage
諦める,あきらめる,to give up,夢を諦めないでください,Don't give up on your dreams
あくる,あくる,next,あくる日曜日,Next Sunday
もたれる,もたれる,to lean,壁にもたれる,Lean against the wall
もたらす,もたらす,to bring,新しい機会をもたらす,Bring new opportunities
詳しい,くわしい,detailed,詳しい情報を提供する,Provide detailed information
悔しい,くやしい,regrettable,悔しい結果,Regrettable result
実は,じつは,actually,実は彼のことが好きです,Actually I like him
実に,じつに,truly,実に素晴らしい,Truly wonderful
