一日目
指定,してい,designation,ごみの出し方は市の指定に従ってください,Please follow the city's designated method for disposing of trash
ごみ袋,ごみぶくろ,trash bag,ごみ袋をきちんと縛って出す,Tie up the trash bag securely before disposing of it
ペットボトル,ぺっとぼとる,plastic bottle,ペットボトルをリサイクルに出す,Take plastic bottles for recycling
すすぐ,すすぐ,to rinse,使用したペットボトルをよくすすいでから捨てる,Rinse used plastic bottles thoroughly before disposing of them
ラベル,らべる,label,ラベルをはがしてから缶をリサイクルする,Remove the label before recycling the can
はがす,はがす,to peel off,ラベルをはがしてからビンをリサイクルする,Peel off the label before recycling the bottle
アルミ缶,あるみかん,aluminum can,アルミ缶は再利用

三日目
よくいらっしゃいました,よくいらっしゃいました,Welcome,よくいらっしゃいました！,Welcome!
どうぞお上がりください,どうぞおあがりください,Please come in,どうぞお上がりください,Please come in
お邪魔します,おじゃまします,I'm sorry for intruding,お邪魔します！,I'm sorry for intruding!
ご無沙汰しています,ごぶさたしています,Long time no see,ご無沙汰していますね,Long time no see!
お元気でいらっしゃいましたか,おげんきでいらっしゃいましたか,How have you been,お元気でいらっしゃいましたか？,How have you been?
おかげさまで,おかげさまで,Thanks to you,おかげさまで元気です,Thanks to you, I am well
つまらないものですが,つまらないものですが,It's nothing special,つまらないものですが、お土産です,It's nothing special, but here's a souvenir
遠慮なくいただきます,えんりょなくいただきます,No need to hold back,遠慮なくいただきます,Please help yourself
お待ちします,おまちします,I'll be waiting,お待ちします,We'll be waiting
どうぞおかまいなく,どうぞおかまいなく,Please don't hesitate,どうぞおかまいなく,Please don't hesitate
ゆっくりしていってください,ゆっくりしていってください,Take your time,ゆっくりしていってください,Take your time
ごゆっくりお召し上がりください,ごゆっくりおめしあがりください,Please enjoy your meal at your own pace,ごゆっくりお召し上がりください,Please enjoy your meal at your own pace
友人,ゆうじん,friend,友人を招いてパーティーを開く,Host a party and invite friends
招く,まねく,to invite,彼を家に招く,Invite him to the house
招待する,しょうたいする,to invite,パーティーに招待する,Invite to the party
座り心地,すわりごこち,seating comfort,この椅子の座り心地は良いです,The seating comfort of this chair is good
ソファー,そふぁー,sofa,リビングに新しいソファーを置く,Place a new sofa in the living room
寝心地,ねごこち,sleeping comfort,新しいベッドの寝心地は最高だ,The sleeping comfort of the new bed is excellent
居心地,いごこち,comfort,この部屋の居心地が良い,The comfort of this room is good
過ごす,すごす,to spend time,週末を友人と過ごす,Spend the weekend with friends
ゆっくりする,ゆっくりする,to relax,休日はゆっくり過ごす,Relax and take it easy on holidays
のんびりする,のんびりする,to take it easy,のんびりとした時間を楽しむ,Enjoy a leisurely time
くつろぐ,くつろぐ,to relax,温泉でくつろぐ,Relax in the hot spring
快適,かいてき,comfortable,新しい家は快適だ,The new house is comfortable
暮らす,くらす,to live,新しい場所で幸せに暮らす,Live happily in a new place
半額セール,はんがくセール,half-price sale,今日から半額セールが始まる,The half-price sale starts today
手ごろ,てごろ,affordable,手ごろな価格の商品,An affordable-priced product
価格,かかく,price,商品の価格が上がった,The price of the product has increased

四日目
家事,かじ,household chores,家事を手伝う,Help with household chores
炊事,すいじ,cooking,母は炊事が得意だ,Mother is good at cooking
食卓,しょくたく,dining table,食卓で家族と食事を共にする,Share a meal with the family at the dining table
片付ける,かたづける,to tidy up,食事の後、すぐに片付ける習慣がある,There is a habit of tidying up immediately after meals
食器,しょっき,dishes,食器を洗う,Wash the dishes
洗い物,あらいもの,dishwashing,洗い物をしてくれてありがとう,Thank you for doing the dishes
流し,ながし,sink,流しで食器を洗う,Wash dishes in the sink
子育て,こそだて,child-rearing,子育ては大変だけど充実している,Child-rearing is challenging but fulfilling
育児,いくじ,childcare,育児に奮闘する,Struggle with childcare
可愛がる,かわいがる,to love and cherish,赤ちゃんを可愛がる,Lovingly care for the baby
甘やかす,あまやかす,to spoil,子供を甘やかしすぎないように気をつける,Be careful not to spoil the child too much
甘える,あまえる,to act spoiled,子供が甘えてきた,The child is acting spoiled
しつける,しつける,to discipline,子供にしつけをする,Discipline the child
しつけ,しつけ,discipline,しっかりしたしつけが必要だ,A firm discipline is necessary
お尻,おしり,buttocks,赤ちゃんのお尻を拭く,Wipe the baby's buttocks
叩く,たたく,to spank,子供を叩くことは良くない,Spanking children is not good
怒鳴る,どなる,to shout,怒鳴らないで話し合うべきだ,We should talk instead of shouting
よす,よす,to stop,怒っている子供に対して話しかけると、怒りをよすことができる,Speaking to an angry child can help stop the anger
妊娠,にんしん,pregnancy,妊娠中は特に注意が必要だ,Caution is especially necessary during pregnancy
産む,うむ,to give birth,彼女は元気な赤ちゃんを産んだ,She gave birth to a healthy baby
おんぶする,おんぶする,to carry on one's back,おんぶひもで赤ちゃんをおんぶする,Carry the baby on the back with a baby carrier
おぶう,おぶう,piggyback ride,子供がおぶうをお願いしてきた,The child asked for a piggyback ride
だっこする,だっこする,to hold (a baby),赤ちゃんをだっこする,Hold the baby in one's arms
抱く,だく,to hug,抱かれることで安心する,Feeling secure when being hugged
おむつ,おむつ,diaper,おむつを替える,Change the diaper
おしめ,おしめ,diaper (alternative term),おしめを替える,Change the diaper
紙おむつ,かみおむつ,disposable diaper,新生児には紙おむつが便利だ,Disposable diapers are convenient for newborns
換える,かえる,to change,おむつを換える,Change the diaper
当てる,あてる,to put on,おむつを当てる,Put on the diaper
やんちゃ,やんちゃ,playful,やんちゃな子供たちが庭で遊んでいる,Playful children are playing in the yard
いたずら,いたずら,prank,子供がいたずらをする,The child is playing a prank
騒ぐ,さわぐ,to make noise,子供たちが騒いで遊んでいる,Children are making noise and playing
騒がしい,さわがしい,noisy,騒がしい場所では集中できない,It's hard to concentrate in a noisy place
騒々しい,そうぞうしい,boisterous,騒々しい声が聞こえてくる,Boisterous voices can be heard
やかましい,やかましい,noisy (informal),やかましい音で眠れない,I can't sleep because of the noisy sound
賑やか,にぎやか,lively,家はいつも賑やかだ,The house is always lively
落書き,らくがき,graffiti,子供が壁に落書きをしてしまった,The child graffiti-ed on the wall
暴れる,あばれる,to rampage,子供が興奮して暴れている,The child is excited and rampaging
打つ,うつ,to hit,子供には決して手を打ってはいけない,You should never hit a child
殴る,なぐる,to punch,暴力は絶対に許されない、子供に殴ることはできない,Violence is never acceptable; you cannot punch a child
蹴る,ける,to kick,子供に蹴るなんて考えられない,It's unthinkable to kick a child
引っ張る,ひっぱる,to pull,子供が私の手を引っ張って遊びたいと言っている,The child is pulling my hand, wanting to play
いじめる,いじめる,to bully,いじめは絶対に許されない,Bullying is never acceptable

五日目

六日目
