一日目
働き者,はたらきもの,a hard worker,働き者になる,become a hard worker
ミス,みす,mistake,仕事でミスをする,make a mistake at work
言い訳,いいわけ,excuse,遅刻の言い訳をする,make an excuse for being late
ゴマ,ごま,flattery,上司にゴマをする,flatter the boss
お世辞,おせじ,flattery,お世辞を言う,say something flattering
超忙しい,ちょういそがしい,very busy,超忙しい,be extremely busy

三日目
会議,かいぎ,meeting,会議が長引く,the meeting is prolonged
長引く,ながびく,to be prolonged,会議が長引く,the meeting is prolonged
ミーティング,みーてぃんぐ,meeting,ミーティングの準備をする,prepare for a meeting
準備する,じゅんびする,to prepare,会議の準備をする,prepare for a meeting
意見,いけん,opinion,意見を述べる,express an opinion
述べる,のべる,to express,意見を述べる,express an opinion
まとめる,まとめる,to summarize,意見をまとめる,summarize the opinions
求める,もとめる,to ask for,意見を求める,ask for an opinion
具体的な,ぐたいてきな,concrete,具体的な案を出す,suggest a concrete plan
案,あん,plan,具体的な案を出す,suggest a concrete plan
抽象的,ちゅうしょうてき,abstract,抽象的な案を出す,suggest an abstract plan
アイデア,あいであ,idea,アイデアを出す,suggest an idea
結論,けつろん,conclusion,結論が出る,reach a conclusion
資料,しりょう,materials,資料を配る,distribute materials
配る,くばる,to distribute,資料を配る,distribute materials
プリント,ぷりんと,handout,プリントを配る,distribute handouts
メモ,めも,notes,メモを取る,take notes
張り切る,はりきる,to be enthusiastic,張り切って仕事をする,be enthusiastic about one's work
引き受ける,ひきうける,to take on,仕事を引き受ける,take on a job
打ち合わせ,うちあわせ,business meeting,仕事の打ち合わせをする,make business arrangements
スケジュール,すけじゅーる,schedule,スケジュールを組む,make a schedule
組む,くむ,to make,スケジュールを組む,make a schedule
順調,じゅんちょう,smooth,仕事を順調にこなす,work efficiently
取り次ぐ,とりつぐ,to pass on (a message),電話を取り次ぐ,take a (phone) message
転送する,てんそうする,to transfer,電話を転送する,transfer a call
保留する,ほりゅうする,to put on hold,電話を保留する,put someone on hold
残業する,ざんぎょうする,to work overtime,残業する,work overtime
出張,しゅっちょう,business trip,出張が多い,go on a lot of business trips
出世する,しゅっせする,to get promoted,出世する,get promoted
昇進する,しょうしんする,to get promoted,昇進する,get a promotion
本社,ほんしゃ,head office,本社に転勤になる,be transferred to the head office
転勤,てんきん,transfer,本社に転勤になる,be transferred to the head office
転職する,てんしょくする,to change jobs,転職する,find a job in another company
首になる,くびになる,to be fired,会社を首になる,get fired from a company
リストラ,りすとら,restructuring,リストラされる,be laid off
退職する,たいしょくする,to retire,退職する,retire
失業する,しつぎょうする,to lose one's job,失業する,lose your job

四日目
操作する,そうさする,to operate,パソコンを操作する,operate a computer
基本,きほん,basic,基本をマスターする,master the basics
マスターする,ますたーする,to master,基本をマスターする,master the basics
起動する,きどうする,to start up,パソコンを起動する,start up a computer
立ち上げる,たちあげる,to start up,パソコンを立ち上げる,start up a computer
再起動する,さいきどうする,to reboot,パソコンを再起動する,reboot a computer
画面,がめん,screen,画面を見る,look at the screen
表示する,ひょうじする,to display,次の画面を表示する,display the next page
プロバイダー,ぷろばいだー,provider,プロバイダーと契約する,sign up with an internet provider
契約する,けいやくする,to sign up,プロバイダーと契約する,sign up with an internet provider
インターネット,いんたーねっと,internet,インターネットに接続する,connect to the internet
接続する,せつぞくする,to connect,インターネットに接続する,connect to the internet
繋ぐ,つなぐ,to connect,インターネットに繋ぐ,connect to the internet
ネット,ねっと,internet,ネットにアクセスする,access the internet
検索する,けんさくする,to search,インターネットで検索する,search on the internet
ホームページ,ほーむぺーじ,homepage,ホームページで情報を得る,obtain information on the website
情報,じょうほう,information,ホームページで情報を得る,obtain information on the website
得る,える,to obtain,ホームページで情報を得る,obtain information on the website
ダウンロード,だうんろーど,download,ダウンロードを開始する,start downloading
開始する,かいしする,to start,ダウンロードを開始する,start downloading
完了する,かんりょうする,to complete,ダウンロードが完了する,download is complete
ソフト,そふと,software,ソフトをインストールする,install software
ソフトウェア,そふとうぇあ,software,ソフトウェアをインストールする,install software
インストールする,いんすとーるする,to install,ソフトウェアをインストールする,install software
スタートボタン,すたーとぼたん,start button,スタートボタンをクリックする,click the start button
クリックする,くりっくする,to click,スタートボタンをクリックする,click the start button
フリーズする,ふりーずする,to freeze,パソコンがフリーズする,the computer freezes
システム,しすてむ,system,パソコンのシステムを更新する,update the computer operating system
更新する,こうしんする,to update,パソコンのシステムを更新する,update the computer operating system
機能,きのう,function,便利な機能がある,have useful functions
やり取り,やりとり,exchange,メールのやり取りをする,exchange email messages
アドレス,あどれす,address,アドレスを入力する,enter an address
入力する,にゅうりょくする,to input,アドレスを入力する,enter an address
登録する,とうろくする,to register,アドレスを登録する,register an address

五日目
書類,しょるい,documents,書類を作成する,create a document
作成する,さくせいする,to create,書類を作成する,create a document
変換する,へんかんする,to convert,かなを漢字に変換する,convert kana to kanji
確定する,かくていする,to select,漢字を確定する,select the correct kanji
文字,もじ,character,文字を削除する,delete a character
削除する,さくじょする,to delete,文字を削除する,delete a character
改行する,かいぎょうする,to start a new line,改行する,start a new line
サイズ,さいず,size,文字のサイズを設定する,set the font size
設定する,せっていする,to set,文字のサイズを設定する,set the font size
フォント,ふぉんと,font,フォントを変更する,change the font
変更する,へんこうする,to change,フォントを変更する,change the font
カーソル,かーそる,cursor,カーソルを移動する,move the cursor
移動する,いどうする,to move,カーソルを移動する,move the cursor
範囲,はんい,area,範囲を選択する,select the area
選択する,せんたくする,to select,範囲を選択する,select the area
目的,もくてき,purpose,目的の位置に合わせる,adjust the layout
位置,いち,position,目的の位置に合わせる,adjust the layout
合わせる,あわせる,to adjust,目的の位置に合わせる,adjust the layout
中央,ちゅうおう,center,文字を中央に揃える,center the text
揃える,そろえる,to arrange,文字を中央に揃える,center the text
寄せる,よせる,to align,右に寄せる,align to the right
下線,かせん,underline,下線をつける,underline
つける,つける,to put on,下線をつける,underline
アンダーライン,あんだーらいん,underline,アンダーラインをつける,underline
記号,きごう,symbol,記号を入れる,insert a symbol
入れる,いれる,to insert,記号を入れる,insert a symbol
図,ず,figure,図を挿入する,insert a picture
挿入する,そうにゅうする,to insert,図を挿入する,insert a picture
拡大する,かくだいする,to enlarge,図を拡大する,enlarge a picture
縮小する,しゅくしょうする,to shrink,図を縮小する,shrink a picture
内容,ないよう,content,内容を修正する,correct the content
修正する,しゅうせいする,to correct,内容を修正する,correct the content
文書,ぶんしょ,document,文書を編集する,compile a document
編集する,へんしゅうする,to compile,文書を編集する,compile a document
元,もと,original,元に戻す,reverse
戻す,もどす,to reverse,元に戻す,reverse
やり直す,やりなおす,to redo,やり直す,redo
図形,ずけい,shape,図形をコピーする,copy an illustration/diagram
コピーする,こぴーする,to copy,図形をコピーする,copy an illustration/diagram
取り切る,とりきる,to cut,取り切る,cut
カットする,かっとする,to cut,カットする,cut
貼り付ける,はりつける,to paste,貼り付ける,paste
ペーストする,ぺーすとする,to paste,ペーストする,paste
画像,がぞう,image,画像を取り込む,import an image
取り込む,とりこむ,to import,画像を取り込む,import an image
保存する,ほぞんする,to save,文書を保存する,save a document
上書き保存する,うわがきほぞんする,to save over,上書き保存する,revise a document
ファイル,ふぁいる,file,ファイルを添付する,attach a file
添付する,てんぷする,to attach,ファイルを添付する,attach a file

六日目
プリンター,ぷりんたー,printer,プリンターで印刷する,print with a printer
印刷する,いんさつする,to print,プリンターで印刷する,print with a printer
プリントする,ぷりんとする,to print,プリンターでプリントする,print with a printer
用紙,ようし,paper,プリンターの用紙が切れる,the printer is out of paper
切れる,きれる,to run out,プリンターの用紙が切れる,the printer is out of paper
インク,いんく,ink,インクがなくなる,the ink runs out
トナー,となー,toner,トナーがなくなる,the toner runs out
なくなる,なくなる,to run out,インクがなくなる,the ink runs out
範囲,はんい,range,印刷の範囲を指定する,specify the range to print
指定する,していする,to specify,印刷の範囲を指定する,specify the range to print
向き,むき,direction,印刷の向きを確認する,check the direction of the print
余白,よはく,margins,余白を多くする,make the margins wider
標準サイズ,ひょうじゅんさいず,standard size,標準サイズの用紙,standard size paper
ずれる,ずれる,to be out of alignment,印刷がずれる,the print is askew
手間,てま,a hassle,手間がかかる,it takes a lot of work
かかる,かかる,to take,手間がかかる,it takes a lot of work
省く,はぶく,to cut down,手間を省く,saves a lot of work
切り替える,きりかえる,to switch,表示を切り替える,switch the display
データ,でーた,data,データが消える,the data is lost
消去する,しょうきょする,to delete,データを消去する,delete data
迷惑メール,めいわくめーる,spam,迷惑メールを削除する,delete spam mail
受信,じゅしん,receiving (a message),受信を拒否する,reject messages
拒否する,きょひする,to reject,受信を拒否する,reject messages
個人情報,こじんじょうほう,personal information,個人情報を盗まれる,have personal information stolen
盗む,ぬすむ,to steal,個人情報を盗まれる,have personal information stolen
ウイルス,ういるす,virus,ウイルスに感染する,be infected with a virus
感染する,かんせんする,to be infected,ウイルスに感染する,be infected with a virus
対応する,たいおうする,to deal with,新しいウイルスに対応する,deal with a new virus
チャット,ちゃっと,chat,チャットを楽しむ,enjoy chatting online
コミュニケーション,こみゅにけーしょん,communication,コミュニケーションを楽しむ,enjoy communicating
掲示板,けいじばん,bulletin board,掲示板に書き込む,post a message on a bulletin board
書き込む,かきこむ,to post,掲示板に書き込む,post a message on a bulletin board
ネットオークション,ねっとおーくしょん,online auction,ネットオークションに参加する,participate in an online auction
品物,しなもの,goods,品物を売り買いする,trade goods
売り買いする,うりかいする,to trade,品物を売り買いする,trade goods
オンラインゲーム,おんらいんげーむ,online game,オンラインゲームをする,play online games
